,OFFENSE_CODE_GROUP,SHOOTING,MONTH,DAY_OF_WEEK,HOUR,Population density (per square mile of land area),BLDG_VAL,LAND_VAL,light_density,Lat,Long,latbin,longbin,light_count,graffiti_count
15023,3,0,11,4,2,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.28851949,-71.11564359,16.0,19.0,119.0,3.0
15024,4,0,11,4,1,14884.4,1040.9840961403406,31.260814914057196,0.6407326088748726,42.29920296,-71.08329976,19.0,28.0,1.0,3.0
15025,4,0,10,6,22,19926.9,560.4326834702033,189.33304983177882,1.0,42.34186952,-71.0837219,32.0,28.0,101.0,146.0
15026,3,0,10,6,9,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.29492396,-71.11910662,18.0,18.0,12.0,25.0
15027,4,0,10,6,20,16236.4,1135.6418127681031,46.78040780488331,0.5745571799349198,42.35555336,-71.15274721,36.0,7.0,52.0,10.0
15028,3,0,10,6,14,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.27193021,-71.10689673,11.0,21.0,50.0,0.0
15029,0,0,10,6,2,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.34402658,-71.06206392,33.0,35.0,0.0,37.0
15030,0,0,10,5,19,8352.4,2009.3176055943234,59.18511420917242,0.5256160811642326,42.38093483,-71.03342368,43.0,43.0,0.0,74.0
15031,4,0,10,6,0,68664.8,1501.1511875116196,335.0124646791031,0.9046435591305528,42.36571448,-71.06061587,39.0,35.0,119.0,197.0
15032,0,0,10,2,10,12277.3,3322.718539430008,24.69332228394794,0.5984268564994454,42.28664294,-71.0820251,16.0,29.0,63.0,4.0
15033,4,0,10,5,22,24456.0,3738.859653588504,105.3781639862096,0.7830845452224167,42.32891063,-71.08949343,28.0,26.0,69.0,21.0
15034,4,0,10,5,21,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.29697608,-71.07053347,19.0,32.0,0.0,14.0
15035,0,0,10,5,19,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.30126269,-71.06220992,20.0,35.0,0.0,102.0
15036,4,0,10,5,19,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.30263978,-71.06038376,20.0,35.0,0.0,102.0
15037,4,0,10,1,22,19926.9,560.4326834702033,189.33304983177882,1.0,42.34815229,-71.08450821,34.0,28.0,93.0,450.0
15038,3,0,10,5,15,14884.4,1040.9840961403406,31.260814914057196,0.6407326088748726,42.31363545,-71.08251322,24.0,29.0,39.0,8.0
15039,4,0,10,5,12,24074.6,5490.16935804632,260.90547781802087,0.7288999865794336,42.33945339,-71.07992484,31.0,29.0,151.0,84.0
15040,3,0,10,4,0,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.27562519,-71.13142204,12.0,14.0,36.0,0.0
15041,0,0,10,1,21,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.29848866,-71.06313294,19.0,34.0,0.0,15.0
15042,4,0,10,1,20,15871.3,4156.595899378442,36.813617614615566,0.6847597740969789,42.31950193,-71.07516473,25.0,31.0,178.0,7.0
15043,0,0,10,2,21,12277.3,3322.718539430008,24.69332228394794,0.5984268564994454,42.27454399,-71.10140377,12.0,23.0,9.0,0.0
15044,0,0,10,3,21,27919.1,8185.301729188343,779.1395233331713,0.8005967753310521,42.35564426,-71.07168077,36.0,32.0,0.0,70.0
15045,0,0,10,3,17,32724.1,14799.401260239605,480.4638014892537,0.6565851463055634,42.35224912,-71.08344427,35.0,28.0,206.0,128.0
15046,4,0,10,1,15,24456.0,3738.859653588504,105.3781639862096,0.7830845452224167,42.32665471,-71.10679596,27.0,21.0,146.0,44.0
15047,4,0,10,3,23,10617.5,1409.2454820303735,46.71120121565768,0.5292225781007307,42.31634343,-71.11677508,24.0,18.0,175.0,5.0
15048,3,0,10,3,19,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.35370585,-71.05898587,35.0,36.0,0.0,492.0
15049,4,0,10,2,19,24074.6,5490.16935804632,260.90547781802087,0.7288999865794336,42.33721215,-71.07597603,31.0,31.0,103.0,217.0
15050,4,0,10,1,0,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.28614825,-71.12091132,15.0,17.0,42.0,15.0
15051,4,0,10,3,20,27919.1,8185.301729188343,779.1395233331713,0.8005967753310521,42.35521625,-71.06012863,36.0,35.0,22.0,59.0
15052,4,0,10,3,20,27919.1,8185.301729188343,779.1395233331713,0.8005967753310521,42.35521625,-71.06012863,36.0,35.0,22.0,59.0
15053,4,0,10,3,17,12277.3,3322.718539430008,24.69332228394794,0.5984268564994454,42.27632695,-71.09726257,13.0,24.0,57.0,0.0
15054,4,0,10,3,15,24074.6,5490.16935804632,260.90547781802087,0.7288999865794336,42.33210843,-71.07014395,29.0,32.0,113.0,14.0
15055,0,0,10,0,16,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.27758926,-71.11755202,13.0,18.0,20.0,7.0
15056,3,0,10,3,4,15744.4,10385.58753470393,109.6077526723893,0.644977502734262,42.33124115,-71.0478155,29.0,39.0,0.0,5.0
15057,0,0,10,2,5,11553.7,121.16977811799609,34.318378613012825,0.5486102081019837,42.28595523,-71.05629875,15.0,36.0,0.0,2.0
15058,3,0,10,3,3,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.34867943,-71.06089490000002,34.0,35.0,0.0,255.0
15059,4,0,10,3,3,12192.0,278.37751019157207,165.24973777655984,0.6789407791261824,42.37870192,-71.06486887,43.0,34.0,107.0,10.0
15060,4,0,10,3,1,14884.4,1040.9840961403406,31.260814914057196,0.6407326088748726,42.30945933,-71.06514623,22.0,34.0,0.0,20.0
15061,4,0,10,2,22,24456.0,3738.859653588504,105.3781639862096,0.7830845452224167,42.32561013,-71.10449956,27.0,22.0,103.0,74.0
